Rank,Player,REC,Week,Year,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G, FPTS,FPTS/G,ROST,YBC,YBC/R,AIR,AIR/R,YAC,YAC/R,YACON,YACON/R,BRKTKL,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
66,Jordan Cameron,8,14,2016,11,60,7.5,13,0,1,0,0,0,0,3,16.0,5.3,0.1%,32,4.0,32,4.0,28,3.5,7,0.9,0,2.8%,17,1,1,3,0,0,0,0,13
67,Brent Celek,9,14,2016,13,114,12.7,24,2,0,0,0,0,0,13,15.9,1.2,0.0%,49,5.4,49,5.4,65,7.2,26,2.9,1,2.6%,18,0,1,5,2,0,0,0,24
68,Dominique Jones,7,14,2016,10,61,8.7,24,1,1,0,0,0,0,9,15.6,1.7,0.0%,17,2.4,17,2.4,44,6.3,12,1.7,0,2.6%,15,1,1,2,1,0,0,0,24
69,Neal Sterling,11,14,2016,15,96,8.7,17,0,0,0,0,0,0,9,15.1,1.7,0.0%,53,4.8,53,4.8,43,3.9,8,0.7,0,2.9%,22,0,0,5,0,0,0,0,17
70,John Phillips,7,14,2016,10,48,6.9,16,0,1,0,0,0,0,13,14.3,1.1,0.0%,27,3.9,27,3.9,21,3.0,1,0.1,0,2.2%,14,0,1,2,0,0,0,0,16
71,Brandon Myers,5,14,2016,8,38,7.6,12,0,1,0,0,0,0,13,14.3,1.1,0.0%,29,5.8,29,5.8,9,1.8,4,0.8,0,1.7%,11,1,0,1,0,0,0,0,12
72,Tyler Kroft,10,14,2016,12,92,9.2,21,1,0,0,0,0,0,13,14.2,1.1,0.1%,61,6.1,61,6.1,31,3.1,8,0.8,0,2.6%,21,1,0,3,1,0,0,0,21
73,Luke Willson,9,14,2016,15,84,9.3,19,0,0,0,0,0,0,8,12.9,1.6,0.0%,25,2.8,25,2.8,59,6.6,5,0.6,0,3.4%,18,1,0,4,0,0,0,0,19
74,David Johnson,6,14,2016,9,68,11.3,26,1,0,0,0,0,0,13,11.8,0.9,0.0%,15,2.5,15,2.5,53,8.8,0,0.0,0,1.8%,11,0,0,3,1,0,0,0,26
75,Alan Cross,4,14,2016,7,26,6.5,10,0,1,0,0,0,0,11,10.6,1.0,0.0%,20,5.0,20,5.0,6,1.5,0,0.0,0,1.5%,8,0,1,1,0,0,0,0,10
76,Tyler Higbee,8,14,2016,26,65,8.1,31,1,0,0,0,0,0,13,10.5,0.8,84.2%,50,6.3,50,6.3,15,1.9,1,0.1,0,0%,20,3,1,2,1,1,0,0,31
77,Geoff Swaim,6,14,2016,8,69,11.5,28,2,0,0,0,0,0,9,9.9,1.1,0.1%,19,3.2,19,3.2,50,8.3,6,1.0,1,2.0%,12,0,0,2,2,0,0,0,28
78,Gavin Escobar,3,14,2016,4,23,7.7,14,0,1,0,0,0,0,13,9.8,0.8,0.0%,14,4.7,14,4.7,9,3.0,1,0.3,0,1.0%,6,0,2,1,0,0,0,0,14
79,Brandon Bostick,7,14,2016,9,56,8.0,14,0,0,0,0,0,0,13,9.1,0.7,0.2%,22,3.1,22,3.1,34,4.9,11,1.6,0,2.0%,15,1,0,2,0,0,0,0,14
80,Phillip Supernaw,4,14,2016,5,62,15.5,30,1,0,0,0,0,0,12,8.2,0.7,0.0%,15,3.8,15,3.8,47,11.8,28,7.0,1,1.3%,9,1,0,2,1,1,0,0,30
82,Jace Amaro,3,14,2016,4,59,19.7,26,1,0,0,0,0,0,3,7.4,2.5,0.2%,47,15.7,47,15.7,12,4.0,9,3.0,1,1.0%,6,0,0,3,1,0,0,0,26
83,Nick Boyle,5,14,2016,5,39,7.8,20,1,0,0,0,0,0,3,6.4,2.1,0.0%,23,4.6,23,4.6,16,3.2,10,2.0,0,0.9%,10,0,0,1,1,0,0,0,20
84,Ifeanyi Momah,2,14,2016,4,50,25.0,27,2,0,0,0,0,0,5,6.0,1.2,0.0%,34,17.0,34,17.0,16,8.0,0,0.0,0,0.8%,5,1,0,2,2,0,0,0,27
85,Lee Smith,6,14,2016,6,29,4.8,12,0,0,0,0,0,0,4,5.9,1.5,0.0%,-3,-0.5,-3,-0.5,32,5.3,7,1.2,0,1.2%,11,0,0,1,0,0,0,0,12
87,Blake Bell,3,14,2016,8,40,13.3,30,1,0,0,0,0,0,12,5.5,0.5,0.0%,25,8.3,25,8.3,15,5.0,5,1.7,0,2.0%,7,1,2,1,1,1,0,0,30
88,Justin Perillo,4,14,2016,5,35,8.8,13,0,0,0,0,0,0,9,5.5,0.6,0.0%,15,3.8,15,3.8,20,5.0,2,0.5,1,1.0%,8,1,0,1,0,0,0,0,13
89,Nick Vannett,3,14,2016,4,32,10.7,21,1,0,0,0,0,0,8,4.7,0.6,0.0%,20,6.7,20,6.7,12,4.0,2,0.7,0,0.9%,7,1,0,1,1,0,0,0,21
90,Luke Stocker,4,14,2016,5,22,5.5,11,0,0,0,0,0,0,9,4.2,0.5,0.0%,2,0.5,2,0.5,20,5.0,6,1.5,0,1.1%,7,0,0,2,0,0,0,0,11
93,Clay Harbor,3,14,2016,3,19,6.3,9,0,0,0,0,0,0,12,3.4,0.3,0.0%,4,1.3,4,1.3,15,5.0,8,2.7,0,0.7%,6,0,0,0,0,0,0,0,9
95,Logan Paulsen,3,14,2016,10,15,5.0,7,0,0,0,0,0,0,13,3.0,0.2,0.0%,11,3.7,11,3.7,4,1.3,3,1.0,0,2.2%,7,1,0,0,0,0,0,0,7
96,Ross Travis,3,14,2016,6,15,5.0,6,0,0,0,0,0,0,6,3.0,0.5,0.0%,0,0.0,0,0.0,15,5.0,1,0.3,0,1.4%,8,2,1,0,0,0,0,0,6
101,Randall Telfer,2,14,2016,6,4,2.0,7,0,0,0,0,0,0,11,1.4,0.1,0.0%,-5,-2.5,-5,-2.5,9,4.5,5,2.5,0,1.3%,6,1,0,0,0,0,0,0,7
1,Travis Kelce,65,13,2016,90,815,12.5,44,11,3,1,-5,0,0,12,133.5,11.1,100.0%,386,5.9,386,5.9,429,6.6,135,2.1,7,21.5%,136,9,6,38,11,3,2,0,44
2,Greg Olsen,61,13,2016,97,820,13.4,78,10,3,0,0,0,0,12,132.5,11.0,7.0%,569,9.3,569,9.3,251,4.1,62,1.0,0,23.3%,127,4,4,39,10,3,1,1,78
3,Jimmy Graham,57,13,2016,79,769,13.5,40,7,5,0,0,0,2,12,131.4,11.0,0.0%,500,8.8,500,8.8,269,4.7,91,1.6,2,19.6%,114,2,6,40,7,2,1,0,40
4,Delanie Walker,49,13,2016,72,657,13.4,47,12,6,1,3,0,0,11,126.5,11.5,0.1%,417,8.5,417,8.5,240,4.9,87,1.8,3,19.3%,100,3,5,24,12,5,2,0,47
5,Jordan Reed,59,13,2016,81,630,10.7,33,8,5,0,0,0,0,9,122.5,13.6,19.0%,383,6.5,383,6.5,247,4.2,87,1.5,2,17.4%,118,3,6,26,8,1,0,0,33
6,Cameron Brate,47,13,2016,66,528,11.2,38,4,6,0,0,0,0,12,112.3,9.4,2.8%,420,8.9,420,8.9,108,2.3,31,0.7,0,14.9%,88,0,9,26,4,2,0,0,38
7,Kyle Rudolph,54,13,2016,90,513,9.5,22,4,5,0,0,0,0,12,108.3,9.0,1.3%,292,5.4,292,5.4,221,4.1,45,0.8,2,21.2%,110,4,8,21,4,0,0,0,22
8,Martellus Bennett,44,13,2016,58,544,12.4,58,7,4,2,10,0,0,12,101.4,8.5,23.0%,188,4.3,188,4.3,356,8.1,152,3.5,6,14.0%,87,2,3,21,7,4,1,1,58
9,Coby Fleener,42,13,2016,65,547,13.0,50,10,3,1,2,1,0,12,99.9,8.3,0.0%,344,8.2,344,8.2,203,4.8,49,1.2,1,13.2%,87,3,11,18,10,6,1,1,50
10,Zach Miller,47,13,2016,64,486,10.3,34,5,4,0,0,0,0,10,96.1,9.6,0.0%,265,5.6,265,5.6,221,4.7,94,2.0,4,15.4%,88,0,5,20,5,1,0,0,34
11,Dennis Pitta,61,13,2016,87,529,8.7,30,4,2,0,0,0,1,12,93.4,7.8,0.0%,318,5.2,318,5.2,211,3.5,55,0.9,2,17.7%,125,5,2,20,4,1,0,0,30
12,Jason Witten,52,13,2016,73,553,10.6,35,6,2,0,0,0,0,12,93.3,7.8,0.0%,326,6.3,326,6.3,227,4.4,61,1.2,4,20.4%,106,3,6,19,6,2,0,0,35
13,C.J. Fiedorowicz,45,13,2016,68,473,10.5,26,4,3,0,0,0,0,12,87.8,7.3,0.0%,292,6.5,292,6.5,181,4.0,62,1.4,3,15.8%,92,3,3,22,4,0,0,0,26
14,Jack Doyle,43,13,2016,53,441,10.3,24,5,4,0,0,0,1,12,87.6,7.3,2.0%,255,5.9,255,5.9,186,4.3,51,1.2,3,12.3%,86,3,5,20,5,0,0,0,24
15,Rob Gronkowski,25,13,2016,38,540,21.6,53,12,3,0,0,0,0,8,84.5,10.6,1.7%,313,12.5,313,12.5,227,9.1,75,3.0,5,9.2%,48,1,1,18,12,9,1,1,53
16,Zach Ertz,47,13,2016,67,452,9.6,30,5,2,0,0,0,0,10,80.7,8.1,93.8%,344,7.3,344,7.3,108,2.3,20,0.4,0,14.9%,96,3,4,19,5,1,0,0,30
17,Eric Ebron,39,13,2016,55,489,12.5,61,7,1,1,1,1,0,9,80.5,8.9,0.0%,302,7.7,302,7.7,187,4.8,56,1.4,2,13.0%,78,0,2,21,7,2,1,1,61
18,Hunter Henry,27,13,2016,39,385,14.3,59,6,5,0,0,0,1,11,80.0,7.3,41.9%,222,8.2,222,8.2,163,6.0,52,1.9,2,9.3%,54,1,6,16,6,2,1,1,59
19,Vernon Davis,36,13,2016,43,497,13.8,44,10,2,0,0,0,0,12,79.7,6.6,1.6%,273,7.6,273,7.6,224,6.2,83,2.3,3,9.2%,73,0,2,18,10,4,1,0,44
20,Dwayne Allen,28,13,2016,41,328,11.7,23,4,5,0,0,0,0,10,78.8,7.9,0.0%,234,8.4,234,8.4,94,3.4,19,0.7,0,9.5%,58,2,3,16,4,0,0,0,23
21,Antonio Gates,34,13,2016,61,327,9.6,19,0,5,0,0,0,1,10,77.7,7.8,0.2%,230,6.8,230,6.8,97,2.9,40,1.2,3,14.6%,71,4,8,15,0,0,0,0,19
22,Vance McDonald,24,13,2016,45,391,16.3,75,6,4,0,0,0,0,10,75.1,7.5,0.0%,184,7.7,184,7.7,207,8.6,19,0.8,1,12.2%,52,3,2,10,6,4,2,2,75
23,Lance Kendricks,43,13,2016,73,433,10.1,44,6,2,0,0,0,1,12,74.8,6.2,0.0%,205,4.8,205,4.8,228,5.3,99,2.3,2,0%,88,4,3,18,6,1,1,0,44
24,Gary Barnidge,40,13,2016,63,468,11.7,43,6,1,0,0,0,0,12,74.8,6.2,0.1%,292,7.3,292,7.3,176,4.4,31,0.8,0,14.5%,80,4,4,19,6,3,1,0,43
25,Julius Thomas,30,13,2016,51,281,9.4,24,3,4,0,0,0,0,9,67.1,7.5,0.0%,186,6.2,186,6.2,95,3.2,18,0.6,0,10.6%,62,4,3,11,3,0,0,0,24
26,Tyler Eifert,23,13,2016,38,337,14.7,71,6,3,0,0,0,0,6,63.2,10.5,0.0%,197,8.6,197,8.6,140,6.1,27,1.2,0,8.9%,45,0,3,15,6,1,1,1,71
27,Ryan Griffin,38,13,2016,58,324,8.5,45,3,2,0,0,0,1,12,61.4,5.1,0.1%,191,5.0,191,5.0,133,3.5,38,1.0,2,13.5%,80,4,2,11,3,1,1,0,45
28,Jesse James,32,13,2016,48,268,8.4,24,1,3,0,0,0,0,12,60.8,5.1,0.0%,154,4.8,154,4.8,114,3.6,30,0.9,1,10.5%,66,3,2,9,1,0,0,0,24
29,Clive Walford,27,13,2016,41,288,10.7,31,3,2,0,0,0,0,11,54.3,4.9,0.0%,194,7.2,194,7.2,94,3.5,20,0.7,0,9.1%,59,5,2,14,3,1,0,0,31
30,Jermaine Gresham,27,13,2016,43,264,9.8,29,2,2,0,0,0,0,12,51.9,4.3,0.0%,167,6.2,167,6.2,97,3.6,53,2.0,6,8.7%,56,2,2,11,2,0,0,0,29
31,Will Tye,33,13,2016,51,281,8.5,27,2,1,0,0,0,0,12,50.6,4.2,0.0%,161,4.9,161,4.9,120,3.6,67,2.0,5,11.3%,72,4,4,10,2,0,0,0,27
32,Charles Clay,36,13,2016,57,323,9.0,33,3,0,0,0,0,0,11,50.3,4.6,0.0%,223,6.2,223,6.2,100,2.8,38,1.1,0,16.8%,78,6,3,13,3,1,0,0,33
33,Jacob Tamme,22,13,2016,31,210,9.5,19,0,3,0,0,0,0,8,50.0,6.3,0.0%,114,5.2,114,5.2,96,4.4,20,0.9,1,7.6%,43,2,3,12,0,0,0,0,19
34,Austin Hooper,17,13,2016,23,257,15.1,44,4,2,0,0,0,0,12,46.2,3.9,17.2%,193,11.4,193,11.4,64,3.8,9,0.5,0,5.6%,37,3,1,9,4,3,2,0,44
35,Garrett Celek,21,13,2016,35,275,13.1,31,4,1,0,0,0,1,12,42.0,3.5,0.0%,181,8.6,181,8.6,94,4.5,43,2.0,0,9.5%,47,4,1,13,4,1,0,0,31
36,Richard Rodgers,25,13,2016,41,219,8.8,22,2,1,0,0,0,0,12,40.4,3.4,0.0%,135,5.4,135,5.4,84,3.4,21,0.8,0,8.5%,54,4,2,10,2,0,0,0,22
37,Trey Burton,22,13,2016,37,218,9.9,32,1,1,0,0,0,0,12,38.8,3.2,0.0%,131,6.0,131,6.0,87,4.0,32,1.5,0,8.5%,44,2,2,11,1,1,0,0,32
38,Dion Sims,18,13,2016,25,206,11.4,23,3,1,0,0,0,0,10,35.6,3.6,0.0%,99,5.5,99,5.5,107,5.9,61,3.4,1,6.9%,37,1,1,9,3,0,0,0,23
39,Levine Toilolo,9,13,2016,13,187,20.8,46,3,2,0,0,0,0,12,35.2,2.9,0.0%,87,9.7,87,9.7,100,11.1,19,2.1,0,3.2%,17,0,0,6,3,3,2,0,46
40,Marcedes Lewis,20,13,2016,30,169,8.5,37,1,1,0,0,0,0,10,32.9,3.3,0.1%,63,3.2,63,3.2,106,5.3,55,2.8,1,6.3%,41,0,2,7,1,1,0,0,37
41,Ladarius Green,11,13,2016,20,207,18.8,37,5,1,0,0,0,0,4,32.2,8.1,0.0%,140,12.7,140,12.7,67,6.1,25,2.3,1,4.4%,23,1,0,8,5,4,0,0,37
42,Jared Cook,16,13,2016,28,184,11.5,47,2,1,0,0,0,1,6,30.4,5.1,0.0%,101,6.3,101,6.3,83,5.2,20,1.3,0,5.8%,33,3,2,7,2,1,1,0,47
43,Virgil Green,18,13,2016,29,211,11.7,31,2,0,0,0,0,0,9,30.1,3.3,0.0%,119,6.6,119,6.6,92,5.1,34,1.9,0,7.3%,37,3,1,10,2,1,0,0,31
44,Josh Hill,15,13,2016,22,149,9.9,35,3,1,0,0,0,0,9,28.4,3.2,0.0%,72,4.8,72,4.8,77,5.1,15,1.0,1,4.5%,30,2,3,4,3,2,0,0,35
45,C.J. Uzomah,17,13,2016,29,193,11.4,54,2,0,0,0,0,0,8,27.8,3.5,0.8%,115,6.8,115,6.8,78,4.6,42,2.5,1,6.8%,39,4,1,6,2,1,1,1,54
46,Mychal Rivera,12,13,2016,15,142,11.8,27,3,1,0,0,0,0,9,26.2,2.9,0.2%,109,9.1,109,9.1,33,2.8,11,0.9,0,3.3%,24,1,2,5,3,0,0,0,27
47,Erik Swoope,10,13,2016,17,180,18.0,35,3,0,0,0,0,0,12,23.0,1.9,0.0%,92,9.2,92,9.2,88,8.8,9,0.9,0,3.9%,20,2,0,7,3,3,0,0,35
48,Ed Dickson,9,13,2016,15,106,11.8,26,2,1,0,0,0,0,12,21.1,1.8,0.0%,66,7.3,66,7.3,40,4.4,12,1.3,1,3.6%,18,3,1,4,2,0,0,0,26
49,Xavier Grimble,10,13,2016,19,98,9.8,20,1,1,0,0,0,0,9,20.8,2.3,0.0%,60,6.0,60,6.0,38,3.8,4,0.4,1,4.2%,21,3,1,5,1,0,0,0,20
50,Larry Donnell,15,13,2016,22,92,6.1,15,0,1,0,0,0,1,10,20.7,2.1,0.0%,51,3.4,51,3.4,41,2.7,10,0.7,0,4.9%,32,3,2,3,0,0,0,0,15
51,Anthony Fasano,6,13,2016,11,54,9.0,15,0,2,0,0,0,0,12,20.4,1.7,0.1%,36,6.0,36,6.0,18,3.0,3,0.5,0,2.9%,12,0,2,3,0,0,0,0,15
52,Austin Seferian-Jenkins,8,13,2016,13,99,12.4,30,1,1,0,0,0,0,6,19.9,3.3,0.0%,88,11.0,88,11.0,11,1.4,4,0.5,0,2.9%,18,2,0,3,1,1,0,0,30
53,Stephen Anderson,10,13,2016,12,86,8.6,14,0,1,0,0,0,0,9,19.6,2.2,0.0%,50,5.0,50,5.0,36,3.6,12,1.2,0,2.8%,21,1,1,3,0,0,0,0,14
54,Jerell Adams,10,13,2016,14,84,8.4,14,0,1,0,0,0,0,10,19.4,1.9,0.0%,36,3.6,36,3.6,48,4.8,9,0.9,0,3.1%,21,0,1,5,0,0,0,0,14
55,MarQueis Gray,10,13,2016,13,126,12.6,53,1,0,0,0,0,0,12,17.6,1.5,0.0%,71,7.1,71,7.1,55,5.5,17,1.7,0,3.6%,21,1,1,2,1,1,1,1,53
56,Crockett Gillmore,8,13,2016,14,71,8.9,22,1,1,0,0,0,0,7,17.1,2.4,0.0%,38,4.8,38,4.8,33,4.1,14,1.8,1,2.9%,17,2,2,3,1,0,0,0,22
57,Seth DeValve,6,13,2016,7,77,12.8,25,2,1,0,0,0,0,8,16.7,2.1,0.0%,47,7.8,47,7.8,30,5.0,9,1.5,1,1.6%,12,0,0,3,2,0,0,0,25
58,Nick O'Leary,8,13,2016,12,102,12.8,28,2,0,0,0,0,0,12,16.2,1.4,0.0%,65,8.1,65,8.1,37,4.6,14,1.8,1,3.5%,16,1,1,4,2,0,0,0,28
59,Demetrius Harris,11,13,2016,21,86,7.8,13,0,0,0,0,0,0,12,16.1,1.3,0.0%,58,5.3,58,5.3,28,2.5,26,2.4,2,5.0%,27,5,1,5,0,0,0,0,13
60,Jordan Cameron,8,13,2016,11,60,7.5,13,0,1,0,0,0,0,3,16.0,5.3,0.1%,32,4.0,32,4.0,28,3.5,7,0.9,0,3.0%,17,1,1,3,0,0,0,0,13
61,Ben Koyack,11,13,2016,14,103,9.4,17,0,0,0,0,0,0,10,15.8,1.6,0.0%,81,7.4,81,7.4,22,2.0,2,0.2,0,2.9%,22,0,0,4,0,0,0,0,17
62,Rhett Ellison,8,13,2016,11,57,7.1,21,1,0,1,1,1,0,11,15.8,1.4,0.0%,23,2.9,23,2.9,34,4.3,8,1.0,0,2.6%,15,0,0,2,1,0,0,0,21
63,Dominique Jones,7,13,2016,10,61,8.7,24,1,1,0,0,0,0,8,15.6,2.0,0.0%,17,2.4,17,2.4,44,6.3,12,1.7,0,2.8%,15,1,1,2,1,0,0,0,24
64,Darren Waller,7,13,2016,9,60,8.6,15,0,1,0,0,0,0,8,15.5,1.9,99.8%,35,5.0,35,5.0,25,3.6,9,1.3,0,1.8%,14,1,1,2,0,0,0,0,15
65,Darren Fells,11,13,2016,12,92,8.4,22,1,0,0,0,0,0,10,14.7,1.5,0.0%,34,3.1,34,3.1,58,5.3,28,2.5,3,2.4%,21,0,1,2,1,0,0,0,22
66,Brent Celek,7,13,2016,10,107,15.3,24,2,0,0,0,0,0,12,14.2,1.2,0.0%,47,6.7,47,6.7,60,8.6,25,3.6,1,2.2%,14,0,1,5,2,0,0,0,24
67,Tyler Kroft,10,13,2016,12,92,9.2,21,1,0,0,0,0,0,12,14.2,1.2,0.1%,61,6.1,61,6.1,31,3.1,8,0.8,0,2.8%,21,1,0,3,1,0,0,0,21
68,John Phillips,6,13,2016,9,40,6.7,16,0,1,0,0,0,0,12,13.0,1.1,0.0%,23,3.8,23,3.8,17,2.8,1,0.2,0,2.3%,12,0,1,2,0,0,0,0,16
69,Brandon Myers,4,13,2016,7,29,7.3,12,0,1,0,0,0,0,12,12.9,1.1,0.0%,24,6.0,24,6.0,5,1.3,4,1.0,0,1.6%,9,1,0,1,0,0,0,0,12
70,Daniel Brown,5,13,2016,6,37,7.4,9,0,1,0,0,0,0,4,12.2,3.1,0.0%,23,4.6,23,4.6,14,2.8,7,1.4,0,1.4%,8,0,3,0,0,0,0,0,9
71,Luke Willson,8,13,2016,14,73,9.1,19,0,0,0,0,0,0,7,11.3,1.6,0.0%,27,3.4,27,3.4,46,5.8,3,0.4,0,3.5%,17,1,0,3,0,0,0,0,19
72,Neal Sterling,8,13,2016,10,69,8.6,17,0,0,0,0,0,0,8,10.9,1.4,0.0%,40,5.0,40,5.0,29,3.6,6,0.8,0,2.1%,15,0,0,4,0,0,0,0,17
73,Alan Cross,4,13,2016,7,26,6.5,10,0,1,0,0,0,0,10,10.6,1.1,0.0%,20,5.0,20,5.0,6,1.5,0,0.0,0,1.6%,8,0,1,1,0,0,0,0,10
74,A.J. Derby,7,13,2016,9,68,9.7,13,0,0,0,0,0,0,8,10.3,1.3,0.0%,48,6.9,48,6.9,20,2.9,12,1.7,0,2.3%,16,0,0,5,0,0,0,0,13
75,Geoff Swaim,6,13,2016,8,69,11.5,28,2,0,0,0,0,0,9,9.9,1.1,0.1%,19,3.2,19,3.2,50,8.3,6,1.0,1,2.2%,12,0,0,2,2,0,0,0,28
76,Gavin Escobar,3,13,2016,4,23,7.7,14,0,1,0,0,0,0,12,9.8,0.8,0.0%,14,4.7,14,4.7,9,3.0,1,0.3,0,1.1%,6,0,2,1,0,0,0,0,14
77,David Johnson,5,13,2016,8,53,10.6,26,1,0,0,0,0,0,12,9.8,0.8,0.0%,16,3.2,16,3.2,37,7.4,0,0.0,0,1.8%,9,0,0,2,1,0,0,0,26
78,Tyler Higbee,7,13,2016,22,57,8.1,31,1,0,0,0,0,0,12,9.2,0.8,84.2%,45,6.4,45,6.4,12,1.7,0,0.0,0,0%,17,2,0,2,1,1,0,0,31
79,Phillip Supernaw,4,13,2016,5,62,15.5,30,1,0,0,0,0,0,11,8.2,0.7,0.0%,15,3.8,15,3.8,47,11.8,28,7.0,1,1.3%,9,1,0,2,1,1,0,0,30
81,Jace Amaro,3,13,2016,4,59,19.7,26,1,0,0,0,0,0,3,7.4,2.5,0.2%,47,15.7,47,15.7,12,4.0,9,3.0,1,1.1%,6,0,0,3,1,0,0,0,26
82,Brandon Bostick,5,13,2016,7,39,7.8,12,0,0,0,0,0,0,12,6.4,0.5,0.2%,5,1.0,5,1.0,34,6.8,11,2.2,0,1.7%,11,1,0,1,0,0,0,0,12
83,Ifeanyi Momah,2,13,2016,4,50,25.0,27,2,0,0,0,0,0,5,6.0,1.2,0.0%,34,17.0,34,17.0,16,8.0,0,0.0,0,0.8%,5,1,0,2,2,0,0,0,27
84,Lee Smith,6,13,2016,6,29,4.8,12,0,0,0,0,0,0,4,5.9,1.5,0.0%,-3,-0.5,-3,-0.5,32,5.3,7,1.2,0,1.3%,11,0,0,1,0,0,0,0,12
86,Justin Perillo,4,13,2016,5,35,8.8,13,0,0,0,0,0,0,9,5.5,0.6,0.0%,15,3.8,15,3.8,20,5.0,2,0.5,1,1.0%,8,1,0,1,0,0,0,0,13
87,Nick Vannett,3,13,2016,4,32,10.7,21,1,0,0,0,0,0,7,4.7,0.7,0.0%,20,6.7,20,6.7,12,4.0,2,0.7,0,1.0%,7,1,0,1,1,0,0,0,21
88,Luke Stocker,4,13,2016,5,22,5.5,11,0,0,0,0,0,0,9,4.2,0.5,0.0%,2,0.5,2,0.5,20,5.0,6,1.5,0,1.1%,7,0,0,2,0,0,0,0,11
92,Clay Harbor,3,13,2016,3,19,6.3,9,0,0,0,0,0,0,11,3.4,0.3,0.0%,4,1.3,4,1.3,15,5.0,8,2.7,0,0.7%,6,0,0,0,0,0,0,0,9
94,Logan Paulsen,3,13,2016,10,15,5.0,7,0,0,0,0,0,0,12,3.0,0.3,0.0%,11,3.7,11,3.7,4,1.3,3,1.0,0,2.4%,7,1,0,0,0,0,0,0,7
95,Ross Travis,3,13,2016,6,15,5.0,6,0,0,0,0,0,0,6,3.0,0.5,0.0%,0,0.0,0,0.0,15,5.0,1,0.3,0,1.4%,8,2,1,0,0,0,0,0,6
98,Blake Bell,2,13,2016,6,10,5.0,6,0,0,0,0,0,0,11,2.0,0.2,0.0%,5,2.5,5,2.5,5,2.5,3,1.5,0,1.6%,5,1,2,0,0,0,0,0,6
104,Randall Telfer,1,13,2016,5,-3,-3.0,0,0,0,0,0,0,0,10,0.2,0.0,0.0%,-5,-5.0,-5,-5.0,2,2.0,1,1.0,0,1.1%,4,1,0,0,0,0,0,0,0
1,Greg Olsen,58,12,2016,90,790,13.6,78,10,3,0,0,0,0,11,128.0,11.6,7.0%,548,9.4,548,9.4,242,4.2,59,1.0,0,23.4%,122,4,4,37,10,3,1,1,78
2,Delanie Walker,49,12,2016,72,657,13.4,47,12,6,1,3,0,0,11,126.5,11.5,0.1%,417,8.5,417,8.5,240,4.9,87,1.8,3,19.3%,100,3,5,24,12,5,2,0,47
3,Jordan Reed,59,12,2016,81,630,10.7,33,8,5,0,0,0,0,9,122.5,13.6,19.0%,383,6.5,383,6.5,247,4.2,87,1.5,2,18.8%,118,3,6,26,8,1,0,0,33
4,Jimmy Graham,51,12,2016,70,706,13.8,40,7,4,0,0,0,2,11,116.1,10.6,0.0%,466,9.1,466,9.1,240,4.7,77,1.5,1,19.1%,102,2,5,36,7,2,1,0,40
5,Travis Kelce,57,12,2016,82,675,11.8,44,8,3,1,-5,0,0,11,115.5,10.5,100.0%,325,5.7,325,5.7,350,6.1,111,1.9,5,20.9%,120,9,6,32,8,2,2,0,44
6,Kyle Rudolph,48,12,2016,78,468,9.8,22,4,5,0,0,0,0,11,100.8,9.2,1.3%,265,5.5,265,5.5,203,4.2,34,0.7,2,20.6%,95,3,8,20,4,0,0,0,22
7,Martellus Bennett,42,12,2016,54,540,12.9,58,7,4,2,10,0,0,11,100.0,9.1,23.0%,194,4.6,194,4.6,346,8.2,152,3.6,6,14.6%,84,2,3,21,7,4,1,1,58
8,Zach Miller,47,12,2016,64,486,10.3,34,5,4,0,0,0,0,10,96.1,9.6,0.0%,265,5.6,265,5.6,221,4.7,94,2.0,4,16.1%,88,0,5,20,5,1,0,0,34
9,Cameron Brate,41,12,2016,57,442,10.8,38,3,5,0,0,0,0,11,94.7,8.6,2.8%,355,8.7,355,8.7,87,2.1,31,0.8,0,13.8%,78,0,8,23,3,1,0,0,38
10,Jason Witten,52,12,2016,73,553,10.6,35,6,2,0,0,0,0,11,93.3,8.5,0.0%,326,6.3,326,6.3,227,4.4,61,1.2,4,21.5%,106,3,6,19,6,2,0,0,35
11,Coby Fleener,37,12,2016,58,461,12.5,50,8,3,1,2,1,0,11,88.8,8.1,0.0%,286,7.7,286,7.7,175,4.7,38,1.0,1,12.9%,77,2,9,14,8,5,1,1,50
12,Jack Doyle,39,12,2016,49,411,10.5,24,5,4,0,0,0,0,11,84.6,7.7,2.0%,252,6.5,252,6.5,159,4.1,47,1.2,3,12.2%,78,3,4,18,5,0,0,0,24
13,Rob Gronkowski,25,12,2016,38,540,21.6,53,12,3,0,0,0,0,8,84.5,10.6,1.7%,313,12.5,313,12.5,227,9.1,75,3.0,5,10.3%,48,1,1,18,12,9,1,1,53
14,C.J. Fiedorowicz,39,12,2016,59,429,11.0,26,4,3,0,0,0,0,11,80.4,7.3,0.0%,262,6.7,262,6.7,167,4.3,62,1.6,3,14.9%,81,3,3,21,4,0,0,0,26
15,Hunter Henry,26,12,2016,38,371,14.3,59,6,5,0,0,0,1,10,78.1,7.8,41.9%,215,8.3,215,8.3,156,6.0,52,2.0,2,9.6%,52,1,6,15,6,2,1,1,59
